Time,Lot,pH,Temp,Current,Voltage,DTime,QC
17:47.3,18,2.76,27.19,3.04,4.27,2021-10-15,1
17:52.3,18,1.73,26.65,3.2,3.35,2021-10-15,1
17:57.3,18,2.4,25.33,4.07,3.97,2021-10-15,1
18:02.3,18,1.69,22.74,3.53,3.99,2021-10-15,1
18:07.3,18,2.7,25.14,3.53,3.41,2021-10-15,1
18:32.7,19,2.87,25.98,3.74,4.41,2021-10-15,1
18:37.7,19,2.94,22.02,4.23,4.27,2021-10-15,1
18:42.7,19,2.84,26.57,3.93,3.01,2021-10-15,1
18:47.7,19,2.91,26.92,3.38,4.02,2021-10-15,1
18:52.7,19,2.05,21.94,4.14,4.84,2021-10-15,1
18:57.7,19,2.03,25.59,4.34,3.81,2021-10-15,1
19:02.8,19,2.03,25.01,3.82,3.07,2021-10-15,1
19:07.8,19,2.88,25.79,4.04,3.83,2021-10-15,1
19:12.8,19,1.63,22.3,3.69,3.6,2021-10-15,1
19:17.8,19,2.64,27.34,3.87,3.36,2021-10-15,1
19:22.8,19,2.37,24.77,3.19,3.85,2021-10-15,1
19:27.8,19,2,25.66,3.21,3.34,2021-10-15,1
19:32.8,19,2.59,27.07,3.69,4.56,2021-10-15,1
19:37.8,19,2.3,22.55,3.15,3.42,2021-10-15,1
19:42.8,19,2.62,23.4,3.12,4.84,2021-10-15,1
19:47.8,19,1.67,26.79,3.55,4.78,2021-10-15,1
19:52.8,19,1.89,22.43,4.28,3.01,2021-10-15,1
19:57.8,19,2.25,23.64,3.81,4.72,2021-10-15,1
20:02.8,19,1.83,24.69,3.97,4.86,2021-10-15,1
20:07.8,19,2.13,26.54,3.33,4.15,2021-10-15,1
20:12.8,19,1.65,27.14,4.27,4.83,2021-10-15,1
20:17.9,19,2.02,24.31,4.26,4.9,2021-10-15,1
20:22.9,19,2.45,27.04,3.95,4.84,2021-10-15,1
20:27.9,19,2.91,22.36,4.09,4.38,2021-10-15,1
20:32.9,19,2.49,22.92,3.35,3.33,2021-10-15,1
20:37.9,19,2.75,21.86,3.43,3.95,2021-10-15,1
20:42.9,19,1.74,22.04,3.01,4.7,2021-10-15,1
20:47.9,19,1.6,23.68,3.04,4.86,2021-10-15,1
20:52.9,19,2.66,25.97,3.03,3.33,2021-10-15,1
20:57.9,19,1.77,26.64,3.62,4.99,2021-10-15,1
21:02.9,19,1.84,23.36,3.84,3.4,2021-10-15,1
21:07.9,19,2.23,27.8,4.08,4.59,2021-10-15,1
21:12.9,19,2.46,21.32,3.62,4.7,2021-10-15,1
21:17.9,19,2.38,26.71,4.18,4.93,2021-10-15,1
21:22.9,19,1.55,24.3,3.26,4.49,2021-10-15,1
21:27.9,19,2.4,27.33,3.28,3.63,2021-10-15,1
21:32.9,19,2.2,21.71,3.21,4.18,2021-10-15,1
21:37.9,19,1.51,25.85,3.4,4.31,2021-10-15,1
21:42.9,19,2.01,26.42,3.5,4.38,2021-10-15,1
21:47.9,19,2.34,24.62,3.82,3.76,2021-10-15,1
21:52.9,19,1.91,27.64,4.29,3.27,2021-10-15,1
21:58.0,19,1.93,23.45,3.94,3.09,2021-10-15,1
22:03.0,19,2.58,21.93,3.48,3.64,2021-10-15,1
22:08.0,19,1.57,22.79,3.29,3.22,2021-10-15,1
22:13.0,19,2.34,22.43,3.28,3.05,2021-10-15,1
22:18.0,19,2.3,27.55,4.49,4.68,2021-10-15,1
22:23.0,19,1.89,23,3.08,3.94,2021-10-15,1
22:28.0,19,2.81,21.33,4.34,4.65,2021-10-15,1
22:33.0,19,1.95,26.99,4.26,3.74,2021-10-15,1
22:38.0,19,2.76,27.71,4.19,4.58,2021-10-15,1
22:43.0,19,2.26,23.23,3.58,3.58,2021-10-15,1
22:48.0,19,1.65,25.96,3.3,3.65,2021-10-15,1
22:53.0,19,2.84,25.55,3.26,3.62,2021-10-15,1
22:58.0,19,1.51,21.66,4.12,4.56,2021-10-15,1
23:03.0,19,1.95,21.67,4.43,3.35,2021-10-15,1
23:08.0,19,1.9,24.33,3.19,4.18,2021-10-15,1
23:13.0,19,2.2,21.19,3.11,3.85,2021-10-15,1
23:18.0,19,1.54,22.27,3.75,3.92,2021-10-15,1
23:23.0,19,2.62,21.86,3.18,3.4,2021-10-15,1
23:28.0,19,2.48,26.79,3.36,4.71,2021-10-15,1
23:33.0,19,2.17,22.03,3.87,3.89,2021-10-15,1
23:38.1,19,2.03,27.23,4.2,3.14,2021-10-15,1
23:43.1,19,2.21,24.72,3.25,3.23,2021-10-15,1
23:48.1,19,2.82,25.73,3.1,4.36,2021-10-15,1
23:53.1,19,2.67,26.99,4.14,3.66,2021-10-15,1
23:58.1,19,1.51,25.28,4.41,3.87,2021-10-15,1
24:03.1,19,1.87,26.3,4.4,3.89,2021-10-15,1
24:08.1,19,2.18,23.63,3.46,3.6,2021-10-15,1
24:13.1,19,2.45,25.28,4.22,4,2021-10-15,1
24:39.8,20,2.06,22.26,3.44,4.35,2021-10-15,1
24:44.8,20,1.52,24.99,4.42,3.25,2021-10-15,1
24:49.8,20,4.19,21.44,3.83,4.86,2021-10-15,1
24:54.8,20,1.82,23.73,3.1,3.76,2021-10-15,1
24:59.8,20,2.39,26.87,4.4,4.82,2021-10-15,1
25:04.8,20,1.83,21.44,3.39,4.68,2021-10-15,1
25:09.8,20,1.58,25.39,4.16,3.1,2021-10-15,1
25:14.8,20,2.18,23.96,3.47,4.72,2021-10-15,1
25:19.8,20,3.72,26.64,4.35,3.14,2021-10-15,1
25:24.9,20,2.03,23.97,3.88,3.37,2021-10-15,1
25:29.9,20,2.76,23.59,3.22,4.74,2021-10-15,1
25:34.9,20,2.32,24.41,4.01,4.24,2021-10-15,1
25:39.9,20,2.13,22.95,3.19,4.06,2021-10-15,1
25:44.9,20,2.46,26.28,3.82,4.86,2021-10-15,1
25:49.9,20,1.84,24.18,4.32,4.33,2021-10-15,1
25:54.9,20,1.86,22.92,3.98,4.01,2021-10-15,1
25:59.9,20,2,25.42,4.37,4.04,2021-10-15,1
26:04.9,20,2.2,25.8,4.22,3.11,2021-10-15,1
26:09.9,20,1.94,23.31,3.49,4.03,2021-10-15,1
26:14.9,20,1.6,26.36,4.06,4.16,2021-10-15,1
26:19.9,20,2.68,23.24,4.29,3.38,2021-10-15,1
26:24.9,20,2.98,25.64,3.22,4.38,2021-10-15,1
26:29.9,20,1.93,24.59,4.36,4.65,2021-10-15,1
26:34.9,20,2.19,23,3.15,3.84,2021-10-15,1
26:39.9,20,2,27.04,4.3,4.53,2021-10-15,1
26:44.9,20,2.21,23.63,3.79,3.51,2021-10-15,1
26:49.9,20,2.49,24.07,3.98,3.68,2021-10-15,1
26:54.9,20,2.28,22.29,3.67,4.09,2021-10-15,1
26:59.9,20,2.81,24.83,3.38,4.4,2021-10-15,1
27:05.0,20,2.2,24.8,3.37,3.09,2021-10-15,1
27:10.0,20,2.72,24.43,3.66,4.69,2021-10-15,1
27:15.0,20,2.98,22.28,4,3.05,2021-10-15,1
27:20.0,20,1.56,22.13,3.63,3.23,2021-10-15,1
27:25.0,20,2.23,23.63,3.33,4.11,2021-10-15,1
27:30.0,20,2.22,21.01,3.46,3.93,2021-10-15,1
27:35.0,20,1.88,21.74,3.09,4.94,2021-10-15,1
27:40.0,20,1.53,25.5,3.86,4.56,2021-10-15,1
27:45.0,20,1.64,21.17,3.42,3.72,2021-10-15,1
27:50.0,20,2.5,21.15,4.09,3.26,2021-10-15,1
27:55.0,20,2.79,23.57,3.78,4.12,2021-10-15,1
28:00.0,20,2.13,27.23,3.26,4.4,2021-10-15,1
28:05.0,20,1.58,27.83,4.49,3.82,2021-10-15,1
28:10.0,20,2.29,27.33,3.55,3.22,2021-10-15,1
28:15.0,20,1.86,24.36,3.35,3.46,2021-10-15,1
28:20.0,20,3.61,21.22,3.32,3.41,2021-10-15,1
28:25.0,20,2.88,24.97,3.26,4.06,2021-10-15,1
28:30.1,20,2.54,25.35,3.96,3.34,2021-10-15,1
28:35.1,20,2.85,21.67,4.17,3.3,2021-10-15,1
28:40.1,20,2.09,22.84,3.58,3.77,2021-10-15,1
28:45.1,20,2.42,25.73,3.2,3.61,2021-10-15,1
28:50.1,20,2.8,24.1,3.9,4.53,2021-10-15,1
28:55.1,20,1.94,25.54,3.6,4.2,2021-10-15,1
29:00.1,20,2.8,25.51,3.98,4.13,2021-10-15,1
29:05.1,20,2.76,27.48,3.82,3.75,2021-10-15,1
29:10.1,20,2.06,25.52,3.78,4.72,2021-10-15,1
29:15.1,20,2.8,27.95,3.2,3.24,2021-10-15,1
29:20.1,20,2.34,23.3,3.02,4.56,2021-10-15,1
29:25.1,20,2.48,27.45,3.93,4.49,2021-10-15,1
29:30.1,20,1.81,27.77,4.14,4.89,2021-10-15,1
29:35.1,20,2.8,23.94,3.51,4.96,2021-10-15,1
29:40.1,20,2.43,21.14,4.13,3.66,2021-10-15,1
29:45.1,20,1.87,25.78,3.31,3.83,2021-10-15,1
29:50.1,20,2.38,21.69,3.77,4.56,2021-10-15,1
29:55.1,20,1.6,25.59,3.35,4.52,2021-10-15,1
30:00.1,20,2.36,22.79,4.28,4.48,2021-10-15,1
30:05.1,20,1.94,26.12,3.17,4.42,2021-10-15,1
30:10.1,20,2.78,26.03,4.33,4.41,2021-10-15,1
30:15.2,20,2.88,22.55,3.72,3.83,2021-10-15,1
30:20.2,20,2.53,26.01,3.86,3.2,2021-10-15,1
30:47.0,21,1.78,27.31,3.83,4.74,2021-10-15,1
30:52.0,21,1.69,25.11,4.48,3.93,2021-10-15,1
30:57.0,21,2.01,26.19,3.42,3.32,2021-10-15,1
31:02.0,21,1.85,24.46,3.76,3.64,2021-10-15,1
31:07.0,21,2.17,21.49,3.62,3.19,2021-10-15,1
31:12.0,21,3.47,19.81,4.31,4.89,2021-10-15,1
31:17.0,21,2.24,24.81,3.99,4.25,2021-10-15,1
31:22.0,21,1.89,24.72,4.33,4.82,2021-10-15,1
31:27.0,21,2.21,26.58,4.41,4.79,2021-10-15,1
31:32.0,21,2.04,22.24,3.43,3.52,2021-10-15,1
31:37.0,21,2.67,26.18,4.24,3.43,2021-10-15,1
31:42.0,21,2.25,27.96,3.67,4.62,2021-10-15,1
31:47.0,21,1.62,21.54,4.25,4.16,2021-10-15,1
31:52.1,21,2.75,23.92,3.34,4.18,2021-10-15,1
31:57.1,21,2.66,26.79,3.46,3.33,2021-10-15,1
32:02.1,21,1.76,27.85,3.09,3.94,2021-10-15,1
32:07.1,21,2.14,22.18,4.41,4.37,2021-10-15,1
32:12.1,21,2,25.09,3.92,3.98,2021-10-15,1
32:17.1,21,2.56,23.9,3.55,1.9,2021-10-15,1
32:22.1,21,1.65,22.4,3.52,3.66,2021-10-15,1
32:27.1,21,1.65,21.04,3.43,4.95,2021-10-15,1
32:32.1,21,1.75,24,3.55,4.86,2021-10-15,1
32:37.1,21,2.24,23.14,3.09,3.86,2021-10-15,1
32:42.1,21,2.32,24.3,4.45,4.34,2021-10-15,1
32:47.1,21,2.38,23.71,3.94,4.6,2021-10-15,1
32:52.1,21,2.34,27.06,4.04,4.61,2021-10-15,1
32:57.1,21,1.98,27.64,4.12,3.6,2021-10-15,1
33:02.1,21,2.58,21.67,3.32,4.36,2021-10-15,1
33:07.1,21,2.2,26.88,3.76,4.66,2021-10-15,1
33:12.1,21,2.12,22.95,3.92,4.39,2021-10-15,1
33:17.1,21,2.17,23.96,3.68,4.95,2021-10-15,1
33:22.2,21,1.91,24.74,3.06,3.73,2021-10-15,1
33:27.2,21,2.03,25.67,3.7,4.65,2021-10-15,1
33:32.2,21,2.86,25.41,4.49,4.67,2021-10-15,1
33:37.2,21,2.77,22.29,3.39,4.16,2021-10-15,1
33:42.2,21,2.71,22,4.04,4.27,2021-10-15,1
33:47.2,21,1.91,23.52,4.49,3.26,2021-10-15,1
33:52.2,21,1.66,24.94,3.36,3.76,2021-10-15,1
33:57.2,21,1.71,24.4,3.81,3.98,2021-10-15,1
34:02.2,21,2.76,23.8,3.12,4.48,2021-10-15,1
34:07.2,21,2.49,27.33,3.06,3.8,2021-10-15,1
34:12.2,21,2.54,24.24,3.01,4.49,2021-10-15,1
34:17.2,21,1.91,21.7,3.38,4.05,2021-10-15,1
34:22.2,21,1.93,23.02,3.15,3.25,2021-10-15,1
34:27.2,21,2.89,22.96,3.19,3.21,2021-10-15,1
34:32.2,21,1.67,24.08,3.79,3.78,2021-10-15,1
34:37.2,21,5.16,21.65,4.13,1.84,2021-10-15,1
34:42.2,21,1.86,26.26,3.04,4.48,2021-10-15,1
34:47.2,21,2.07,23.6,4.41,3.07,2021-10-15,1
34:52.3,21,2.32,22.34,3.91,3.08,2021-10-15,1
34:57.3,21,1.61,27.93,3.93,4.54,2021-10-15,1
35:02.3,21,1.53,26.1,3.74,4.71,2021-10-15,1
35:07.3,21,1.66,24.08,4.48,4.99,2021-10-15,1
35:12.3,21,2.48,23.72,3.9,4.75,2021-10-15,1
35:17.3,21,1.78,25.23,3.7,4.72,2021-10-15,1
35:22.3,21,2.63,26.53,3.22,4.29,2021-10-15,1
35:27.3,21,2.92,21.19,3.77,4.07,2021-10-15,1
35:32.3,21,2.26,25.56,3.23,4.3,2021-10-15,1
35:37.3,21,1.63,27.12,3.84,3.66,2021-10-15,1
35:42.3,21,2.6,23.97,3.38,4.7,2021-10-15,1
35:47.3,21,2.08,24.6,3.47,3.65,2021-10-15,1
35:52.3,21,2.11,21.09,4.04,3.14,2021-10-15,1
35:57.3,21,2.28,27.5,4.41,4.43,2021-10-15,1
36:02.3,21,2.5,26.1,3.21,4,2021-10-15,1
36:07.3,21,2.34,23.19,3.49,4.87,2021-10-15,1
36:12.3,21,2.42,21.85,3.75,3.84,2021-10-15,1
36:17.3,21,2.97,26.1,4.45,4.03,2021-10-15,1
36:22.3,21,1.85,21.2,3.55,4.55,2021-10-15,1
36:27.3,21,1.91,27.1,4.18,4.32,2021-10-15,1
36:54.5,22,1.87,21.74,3.08,3.59,2021-10-15,1
36:59.5,22,1.61,23.17,3.6,4.66,2021-10-15,1
37:04.5,22,1.93,24.85,3.47,4.39,2021-10-15,1
37:09.5,22,2.46,21.04,4.23,4.75,2021-10-15,1
37:14.5,22,2.8,21.43,4,4.19,2021-10-15,1
37:19.5,22,1.93,25.33,3.76,3.32,2021-10-15,1
37:24.5,22,2.78,22.58,3.26,4.57,2021-10-15,1
37:29.5,22,1.64,26.92,3.6,3.85,2021-10-15,1
37:34.6,22,2.74,24.8,4.21,3.55,2021-10-15,1
37:39.6,22,1.55,26.29,4.01,4.33,2021-10-15,1
37:44.6,22,2.39,27.59,3.22,3.28,2021-10-15,1
37:49.6,22,2.38,24.87,3.59,4.89,2021-10-15,1
37:54.6,22,2.78,23.41,3.34,3.89,2021-10-15,1
37:59.6,22,2.74,24.88,3.95,4.03,2021-10-15,1
38:04.6,22,2.85,25.52,3.31,4.96,2021-10-15,1
38:09.6,22,2.45,25.71,4.28,3.79,2021-10-15,1
38:14.6,22,2.25,22.91,3.93,4.47,2021-10-15,1
38:19.6,22,1.56,26.65,3.36,3.19,2021-10-15,1
38:24.6,22,1.64,22.63,3.85,3.65,2021-10-15,1
38:29.6,22,2.34,25.55,4.16,4.15,2021-10-15,1
38:34.6,22,2.66,24.34,3.68,3.89,2021-10-15,1
38:39.6,22,1.71,22.72,3.57,4.12,2021-10-15,1
38:44.6,22,2.11,21.09,3.9,4.02,2021-10-15,1
38:49.6,22,2.98,24.83,3.21,3.57,2021-10-15,1
38:54.6,22,2.5,23.62,4.36,3.27,2021-10-15,1
38:59.7,22,2.73,26.13,4.31,3.78,2021-10-15,1
39:04.7,22,1.99,24.2,3.74,4.05,2021-10-15,1
39:09.7,22,2.04,22.31,4.2,3.14,2021-10-15,1
39:14.7,22,2.21,21.97,3.45,3.42,2021-10-15,1
39:19.7,22,1.56,25.19,3.07,3.91,2021-10-15,1
39:24.7,22,2.41,27.58,3.4,4.96,2021-10-15,1
39:29.7,22,1.8,25.4,3.12,4.92,2021-10-15,1
39:34.7,22,2.9,23.18,4.39,3.08,2021-10-15,1
39:39.7,22,1.9,23.55,4.46,3.74,2021-10-15,1
39:44.7,22,1.99,22.58,3.61,3.3,2021-10-15,1
39:49.7,22,2.73,22.07,4.41,4.34,2021-10-15,1
39:54.7,22,1.57,23.83,3.66,3.79,2021-10-15,1
39:59.7,22,2.91,21.78,3.97,3.24,2021-10-15,1
40:04.7,22,2.51,23.67,3.2,3.5,2021-10-15,1
40:09.7,22,1.77,25.24,3.28,4.92,2021-10-15,1
40:14.7,22,2.03,22.56,3.33,3.4,2021-10-15,1
40:19.7,22,1.85,23.3,3.11,4.49,2021-10-15,1
40:24.7,22,2.98,27.6,3.68,4.34,2021-10-15,1
40:29.7,22,2.26,21.99,4.44,3.55,2021-10-15,1
40:34.7,22,1.98,22.82,3.44,4.63,2021-10-15,1
40:39.8,22,1.79,27.66,3.98,4.65,2021-10-15,1
40:44.8,22,2.75,23.15,3.31,3.12,2021-10-15,1
40:49.8,22,1.79,27.25,4.04,3.04,2021-10-15,1
40:54.8,22,2.56,23.77,4.13,4.24,2021-10-15,1
40:59.8,22,2.27,22.67,4.37,4.76,2021-10-15,1
41:04.8,22,2.08,23.91,3.7,4.44,2021-10-15,1
41:09.8,22,2.01,25.99,4.3,3.63,2021-10-15,1
41:14.8,22,2.31,22.27,3.96,3.78,2021-10-15,1
41:19.8,22,1.62,22.26,3.58,4.81,2021-10-15,1
41:24.8,22,2.19,23.17,3.28,3.99,2021-10-15,1
41:29.8,22,1.77,24.93,3.09,4.54,2021-10-15,1
41:34.8,22,2.49,25.32,3.84,4.86,2021-10-15,1
41:39.8,22,2.91,27.28,3.86,3.38,2021-10-15,1
41:44.8,22,1.62,25.06,3.58,4.04,2021-10-15,1
41:49.8,22,1.59,23.02,3.45,4.29,2021-10-15,1
41:54.8,22,1.99,26.13,4.12,4.35,2021-10-15,1
41:59.8,22,2.7,26.48,3.86,3.62,2021-10-15,1
42:04.8,22,1.79,25.79,3.89,4.4,2021-10-15,1
42:09.8,22,2.17,21.8,3.25,3.94,2021-10-15,1
42:14.8,22,2.96,25.95,3.39,4.99,2021-10-15,1
42:19.8,22,1.58,24.53,3.11,3.98,2021-10-15,1
42:24.9,22,1.81,22.41,4.18,3.13,2021-10-15,1
42:29.9,22,2.89,27.51,4.1,4.35,2021-10-15,1
42:34.9,22,1.99,26.48,4.47,3.03,2021-10-15,1
21:52.0,1,1.55,21.39,3.58,3.36,2021-10-18,1
21:57.0,1,1.79,25.69,3.86,3.8,2021-10-18,1
22:02.0,1,2.75,22.44,4.27,4.77,2021-10-18,1
22:07.0,1,2.19,27.46,4.22,4.35,2021-10-18,1
22:12.0,1,2.06,24.86,3.34,4.37,2021-10-18,1
22:17.0,1,1.64,27.58,4.04,3.88,2021-10-18,1
22:22.0,1,2.55,26.55,3.65,3.42,2021-10-18,1
22:27.0,1,2.9,22.14,3.19,4.89,2021-10-18,1
22:32.0,1,1.57,26.95,3.37,3.2,2021-10-18,1
22:37.0,1,1.62,24.81,3.56,4.08,2021-10-18,1
22:42.0,1,2.93,24.18,4.07,4.61,2021-10-18,1
22:47.0,1,2.53,24.24,4.03,4.23,2021-10-18,1
22:52.0,1,1.53,23.52,3.39,4.27,2021-10-18,1
22:57.0,1,2.4,21.93,4.48,4.45,2021-10-18,1
23:02.0,1,1.76,24.88,3.41,3.48,2021-10-18,1
23:07.0,1,2.41,22.18,3.04,4.92,2021-10-18,1
23:12.0,1,2.46,21.82,4.04,4.19,2021-10-18,1
23:17.0,1,1.69,26.86,3.81,3.53,2021-10-18,1
23:22.0,1,1.54,21.47,3.6,3.92,2021-10-18,1
23:27.1,1,1.68,25.74,3.72,4.38,2021-10-18,1
23:32.1,1,2.91,22.38,4.32,3.4,2021-10-18,1
23:37.1,1,2.76,25.87,3.1,3.7,2021-10-18,1
23:42.1,1,2.45,24.09,3.12,4.27,2021-10-18,1
23:47.1,1,2.39,26.52,3.34,3.82,2021-10-18,1
23:52.1,1,2.46,22.72,4.14,4.79,2021-10-18,1
23:57.1,1,2.29,21.99,3.64,3.54,2021-10-18,1
24:02.1,1,2.8,26.06,3.11,3.96,2021-10-18,1
24:07.1,1,2.17,24.13,4.47,3.12,2021-10-18,1
24:12.1,1,2.75,21.03,4.07,3.49,2021-10-18,1
24:17.1,1,1.55,27.63,3.03,3.39,2021-10-18,1
24:22.1,1,1.69,25.79,3.27,4.63,2021-10-18,1
24:27.1,1,2.49,22.66,3.51,4.69,2021-10-18,1
24:32.1,1,1.79,23.52,3.12,4.9,2021-10-18,1
24:37.1,1,2.52,23.65,3.99,3.9,2021-10-18,1
24:42.1,1,2.52,24.82,3.22,3.95,2021-10-18,1
24:47.1,1,2.31,25.12,3.5,3.39,2021-10-18,1
24:52.1,1,2.62,27.11,4.04,3.24,2021-10-18,1
24:57.1,1,2.74,23.19,3.39,3.6,2021-10-18,1
25:02.1,1,1.58,24.56,3.01,3.68,2021-10-18,1
25:07.1,1,2.55,26.16,3.33,4.87,2021-10-18,1
25:12.1,1,2.77,27.21,3.53,4.35,2021-10-18,1
25:17.2,1,2.8,24.64,3.09,4.61,2021-10-18,1
25:22.2,1,2.97,22.8,3.8,4.79,2021-10-18,1
25:27.2,1,2.34,24.65,4.32,3.03,2021-10-18,1
25:32.2,1,2.39,21.02,4.1,3.37,2021-10-18,1
25:37.2,1,2.31,25.73,3.39,4.41,2021-10-18,1
25:42.2,1,2.19,27.76,4.21,3.9,2021-10-18,1
25:47.2,1,2.48,27.05,3.03,4.64,2021-10-18,1
25:52.2,1,1.95,25.86,4.13,4.64,2021-10-18,1
25:57.2,1,2.15,26.36,3.4,4.97,2021-10-18,1
26:02.2,1,2.49,27.13,3.27,3.72,2021-10-18,1
26:07.2,1,2.01,25.14,4.12,4.67,2021-10-18,1
26:12.2,1,2.25,24.49,4.34,4.76,2021-10-18,1
26:17.2,1,2.38,25.22,3.88,4.08,2021-10-18,1
26:22.2,1,2.09,25.5,4.05,3.72,2021-10-18,1
26:27.2,1,2.21,23.87,3.16,3.61,2021-10-18,1
26:32.2,1,1.53,26.55,3.68,3.96,2021-10-18,1
26:37.2,1,1.77,22.35,3.84,4.32,2021-10-18,1
26:42.2,1,1.67,21.13,4.19,4.91,2021-10-18,1
26:47.3,1,2.51,26.06,3.81,4.32,2021-10-18,1
26:52.3,1,2.82,23.09,3.77,3.68,2021-10-18,1
26:57.3,1,1.55,23.93,4.28,3.96,2021-10-18,1
27:02.3,1,1.89,24.37,3.91,3.63,2021-10-18,1
27:07.3,1,1.8,22.59,3.36,4.53,2021-10-18,1
27:12.3,1,2.97,22.18,4.28,4.62,2021-10-18,1
27:17.3,1,1.71,25.14,4.06,4.27,2021-10-18,1
27:22.3,1,1.65,23.1,3.43,3.73,2021-10-18,1
27:27.3,1,2.54,27.8,3.33,3.21,2021-10-18,1
27:32.3,1,2.33,25.44,4.31,3.47,2021-10-18,1
27:58.8,2,2.16,27.02,3.41,3.72,2021-10-18,1
28:03.8,2,2.56,23.69,4.23,3.79,2021-10-18,1
28:08.8,2,2.88,27.75,3.81,4.96,2021-10-18,1
28:13.8,2,2.3,24.24,3.37,4.21,2021-10-18,1
28:18.8,2,2.52,24.48,3.84,4.82,2021-10-18,1
28:23.8,2,2.68,26.45,3.23,3.4,2021-10-18,1
28:28.9,2,2.38,21.19,3.56,4.66,2021-10-18,1
28:33.9,2,2.46,23.25,3.6,3.67,2021-10-18,1
28:38.9,2,1.9,25.29,3.46,4.43,2021-10-18,1
28:43.9,2,2.83,23.36,4.05,4.66,2021-10-18,1
28:48.9,2,2.21,27.96,3.39,4.16,2021-10-18,1
28:53.9,2,2.55,22.61,3.38,4.08,2021-10-18,1
28:58.9,2,2.64,22.64,4.29,4.41,2021-10-18,1
29:03.9,2,2.82,25.51,3.46,4.5,2021-10-18,1
29:08.9,2,1.63,24.81,3.31,4.49,2021-10-18,1
29:13.9,2,2.2,23.24,3.79,4.85,2021-10-18,1
29:18.9,2,1.91,23.73,3.85,4.41,2021-10-18,1
29:23.9,2,2.85,27.41,3.47,3.5,2021-10-18,1
29:28.9,2,2.93,21.05,4.03,4.56,2021-10-18,1
29:33.9,2,2.93,24.57,4.1,4.84,2021-10-18,1
29:38.9,2,1.51,24.71,3.16,4.42,2021-10-18,1
29:43.9,2,1.64,24.29,3.55,4.45,2021-10-18,1
29:48.9,2,1.64,26.8,4.29,3.49,2021-10-18,1
29:53.9,2,1.76,23.2,4,3.85,2021-10-18,1
29:58.9,2,2.74,27.25,4.17,4.39,2021-10-18,1
30:03.9,2,1.77,26.99,3.14,3.4,2021-10-18,1
30:09.0,2,1.56,22.49,3.32,4.42,2021-10-18,1
30:14.0,2,1.88,24.46,4,3.47,2021-10-18,1
30:19.0,2,2.87,21.13,3.71,4.12,2021-10-18,1
30:24.0,2,2.98,26.31,3.86,4.3,2021-10-18,1
30:29.0,2,2.42,27.45,3.25,3.04,2021-10-18,1
30:34.0,2,2.82,23.73,3.39,4.85,2021-10-18,1
30:39.0,2,2.27,23.99,4.46,4.26,2021-10-18,1
30:44.0,2,2.66,26.79,3.16,3.08,2021-10-18,1
30:49.0,2,2.3,25.86,3.21,3.12,2021-10-18,1
30:54.0,2,2.73,26.75,3.27,3.18,2021-10-18,1
30:59.0,2,1.66,26.19,3.47,3.14,2021-10-18,1
31:04.0,2,2.31,23.02,3.15,4.12,2021-10-18,1
31:09.0,2,2.19,24.29,4.33,4.06,2021-10-18,1
31:14.0,2,2.26,26.36,4.08,3.62,2021-10-18,1
31:19.0,2,1.51,27.43,3.53,4.71,2021-10-18,1
31:24.0,2,1.58,24.98,4.2,4.89,2021-10-18,1
31:29.0,2,2.96,23.72,3.22,3.54,2021-10-18,1
31:34.0,2,2.33,22.18,3.19,3.97,2021-10-18,1
31:39.0,2,2.35,22,4.24,3.33,2021-10-18,1
31:44.0,2,2.9,24.56,3.57,3.48,2021-10-18,1
31:49.1,2,2.98,27.5,3.48,3.35,2021-10-18,1
31:54.1,2,2.04,23.58,4.08,4.07,2021-10-18,1
31:59.1,2,1.85,24.13,3.99,3.19,2021-10-18,1
32:04.1,2,2.54,23.06,3.94,4.47,2021-10-18,1
32:09.1,2,2.16,22.52,4.4,3.94,2021-10-18,1
32:14.1,2,2.23,26.98,3.51,4.86,2021-10-18,1
32:19.1,2,2.66,27.2,3.56,4.19,2021-10-18,1
32:24.1,2,1.84,23.03,3.5,4.59,2021-10-18,1
32:29.1,2,1.89,23.48,4.25,4.59,2021-10-18,1
32:34.1,2,2.49,22.72,3.41,4.2,2021-10-18,1
32:39.1,2,5.2,25.99,3.78,1.36,2021-10-18,1
32:44.1,2,2.23,24.19,4.22,3.69,2021-10-18,1
32:49.1,2,1.86,23.82,3.83,4.36,2021-10-18,1
32:54.1,2,2.29,23.87,3.77,3.7,2021-10-18,1
32:59.1,2,2.22,23.77,4.02,4.31,2021-10-18,1
33:04.1,2,2.46,23.46,3.49,3.56,2021-10-18,1
33:09.1,2,2.85,27.29,3.75,3.86,2021-10-18,1
33:14.1,2,2,22.8,4.16,4.74,2021-10-18,1
33:19.1,2,2.36,25.94,3.6,3.05,2021-10-18,1
33:24.1,2,2.87,24.03,4.45,4.54,2021-10-18,1
33:29.2,2,2.44,22.4,3.76,3.29,2021-10-18,1
33:34.2,2,2.59,23.03,4.21,4.59,2021-10-18,1
33:39.2,2,1.94,21.97,4.09,4.62,2021-10-18,1
34:05.6,3,2.68,21.35,4.27,3.29,2021-10-18,1
34:10.6,3,2.06,22.53,4.27,4.27,2021-10-18,1
34:15.6,3,2.58,25.57,4.03,4.55,2021-10-18,1
34:20.6,3,2.15,24.43,3.76,3.4,2021-10-18,1
34:25.6,3,2.23,25.3,3.77,4.49,2021-10-18,1
